id	filename	md5	size	state
08b71dc6-cb9a-4d8d-91ae-27d1524b3e9b	TCGA-CZ-4860-01Z-00-DX1.4e1e4ab7-d82d-437e-a403-5e4cc2647751.svs	31f10b3f28d45204dbea44d7d6bd578f	1149767746	validated
08c807e4-1556-4fbd-b8d7-5b9578620fab	TCGA-GL-A59R-01Z-00-DX1.7B0AC43C-F74B-485E-8A6C-2DDFB017BDBF.svs	b2214dc9bce0c5bdb8bdc3ae8a17b6c4	1182496139	validated
08eca25b-5e76-4f65-bf8c-a8717cb5c6c0	TCGA-BP-5182-01Z-00-DX1.7c434449-e102-47ca-ab56-94f0621811f6.svs	b186237e817a0c8a662eedb36f02c168	863970036	validated
090a39c6-8fbe-42df-bd34-45dccc7836b4	TCGA-CJ-4871-01Z-00-DX1.B944523E-7380-4C02-A3C4-B337A41AEDD9.svs	ac9697cef654e3f2b094aefaefe5622f	1504640409	validated
091c7df0-038f-4be6-9452-ccdf40748c49	TCGA-DW-5560-01Z-00-DX1.d3da6f16-6a12-417b-8555-585f5097d4f4.svs	e19a6ef37cfda3775fdeb724daf7a20f	1509107511	validated
0962cc5b-39f9-4065-af86-340178fc0ec3	TCGA-A3-3325-01Z-00-DX1.53D2B035-AD02-4B52-803B-1CE584C59175.svs	aac93ae51957a110bd88cb0254e04f80	500443760	validated
09935ee1-ec9a-4c2f-ae1f-633da2552cd0	TCGA-BP-4340-01Z-00-DX1.29f86b4c-2e25-4279-90ac-c147b3b5fb89.svs	150ae0681777ae4fedc78d30aa8b0e82	961699728	validated
0999c976-4a50-4696-9e81-cbcd66a02485	TCGA-B0-5694-01Z-00-DX1.d33b7c17-1d59-467f-9f33-47158ab5bdf7.svs	859194a13e7e2e00cef49861d08b2955	867282547	validated
09a457be-d53c-4e0a-8f0b-2460cd4a1b3c	TCGA-AK-3427-01Z-00-DX1.bddd6316-1f27-40d7-8cdc-e19e58ef420d.svs	a969524e8e8a236b2e3af9c5b5319f11	322035201	validated
09d7a60b-9c9f-4bf4-b5e5-6cc1333dd8ec	TCGA-KM-A7QL-01Z-00-DX1.2447532C-3635-4F36-952E-F5A5A566A7DB.svs	9e946cef6f0b83d5c953aa20414b1447	1203480689	validated
09f39753-be59-4431-bc8c-4a67401ef693	TCGA-B4-5834-01Z-00-DX1.2E194BF6-D66C-45B3-B8A3-4ED429A3022A.svs	ab362cda22d26b666fec0779fca3a26a	646655311	validated
0a709187-bb10-4146-80f4-f46894d12a4d	TCGA-UW-A7GI-01Z-00-DX1.4A1709FC-F8F3-4509-A011-10CBF1B53DA9.svs	435a66f65a186eceaa4dd06f3a7d6bfd	1463222614	validated
0c17a514-3aa5-446d-8d3d-fbf4c5a4e250	TCGA-WN-AB4C-01Z-00-DX1.9A983740-01DA-42EB-BC00-B10A581C519F.svs	d4d3f4a5254bc5195c9665bdcbcde7c5	649563075	validated
0c341dbd-36ff-40c5-bf4d-12a5bc06c58f	TCGA-BP-4765-01Z-00-DX1.eeb51a80-0a8d-428e-ab84-92769b558a76.svs	c54e4b28fd0648c36f55788733e0a105	775099720	validated
0c71dbbf-ee38-464e-bc63-0e74d0dc5534	TCGA-BP-4763-01Z-00-DX1.6f3d1ec1-6404-42a9-9668-2cf0ac931a46.svs	16e0d6174d2d34bf63eb9bc53a271ed8	1052892478	validated
0ca828fd-1567-4896-8eb3-b0d1018074b6	TCGA-CJ-5676-01Z-00-DX1.9B227E1C-E4E1-4E1B-97CB-A4B8F2D27DC6.svs	ea2f4cc4fbf0e6aed9a7ee3b22aa93e3	367262020	validated
0d0ead0f-9dda-475a-bfb7-a27132013bbb	TCGA-A3-3365-01Z-00-DX1.dc5b8d77-b5ba-47c8-b536-a8f1ed458ed3.svs	990643c4b30e410c86c8ead97d61e252	44123089	validated
0d19a8cb-f46d-43c4-8ce7-d343fbd7067c	TCGA-KV-A6GE-01Z-00-DX2.994052CD-6514-479D-9264-798CEC620777.svs	ab19a2a685d13dd2e286e5a917d40754	1784443673	validated
0d1f4258-83e5-4a08-8200-49ac8ec8c01f	TCGA-BQ-5885-01Z-00-DX1.5311f60f-0291-4396-ae4c-4228b73188da.svs	6e624e6f38d89fdc5fcf0ff52a7b8158	871693601	validated
0d1f6540-adc1-402e-afef-284c4b02783a	TCGA-4A-A93Y-01Z-00-DX1.AEA9169D-99CD-4107-B7FE-A58D6BD85758.svs	2a75cdc6e16178d52f5968baa3c61859	1280484205	validated
0d43363c-9323-46d1-a090-c5e9dfacc42b	TCGA-A4-7583-01Z-00-DX1.c958bf2d-ad61-4b21-93fd-afb5ac110e55.svs	7e653a0797860d93764115bd63652b84	453464247	validated
0d93e5d2-e160-438d-9548-f468cbbc98c6	TCGA-A3-3328-01Z-00-DX1.8FA7DFCD-D6FD-4950-9E44-E5AB0B91E33D.svs	aeef7c8dc6df6d2bfb96d62fd5e7b893	2302834518	validated
0e52bdb8-d23e-4f80-b2cf-73f40f3b7082	TCGA-CJ-4870-01Z-00-DX1.38991588-D25A-48F6-80B5-51ED34AA8D35.svs	7a1323619a9c7b5fb0bf04959c6fc400	1955635955	validated
0e5b8fd7-13b1-48a5-857e-923bc8e23b32	TCGA-2Z-A9JG-01Z-00-DX1.1ACF5371-F7F7-4477-9450-4A46709CCEDC.svs	2612e1745ac7b57d44416b8ec48988ab	501515882	validated
0e95fd2a-025e-4568-b045-8ffd4c2ee402	TCGA-CJ-4884-01Z-00-DX1.E7A9735A-4ADB-4312-B205-781829DE4C5D.svs	70152d93c8e4eae31f8e401b69abdb6f	1460505977	validated
0f2bd947-5564-4121-8c25-99da60138c53	TCGA-CJ-4881-01Z-00-DX1.4B82DB9B-4A2B-47D4-8663-8AD218E3644A.svs	e3d2bf1702a3aadef92079111c47c322	1846353103	validated
0f419908-453f-4001-91fd-6b0e5ea40275	TCGA-BQ-7056-01Z-00-DX1.33a679b4-c0cc-4d96-bcc0-f8c62cf1ae3c.svs	02c02b5a54885d14342ecc2bb1edb239	419855902	validated
0f439f37-9e82-4bd0-acfb-b1c90c048626	TCGA-A4-A57E-01Z-00-DX1.364D4762-64D9-4F71-8E33-1F6B058054F2.svs	eadd46df1203ef8f2ac466e8cc801e46	345930864	validated
0f694265-e39d-43e9-a21e-ee7599d38f28	TCGA-KN-8426-01Z-00-DX1.FA31AC9B-A378-467E-97CB-7EFA06B804A1.svs	f241111dcf393e008065a22835e716a8	711457525	validated
0fa470f2-1b0e-42f4-8f07-cd5c964e44fe	TCGA-B2-5636-01Z-00-DX1.31aff50a-fa20-4f89-85e4-bc2417c4db46.svs	f73f07f5360cf518ff0e407640959ed5	208368137	validated
0fa75ff0-0ef6-4288-8219-5300cfc339a6	TCGA-B4-5832-01Z-00-DX1.0ED42E9A-83D1-4008-B775-A934E06D2629.svs	d81fd4ae6094ec59b335e10333ae7dff	553129863	validated
0fbff110-413c-443d-aa0a-ee40f2cf2aab	TCGA-CZ-5457-01Z-00-DX1.87f21980-bf6b-4da6-ae8e-f7fef7396d52.svs	e89334f96a1ee4ffcb5223a19d83a785	1031744025	validated
101aa4d6-52d0-49cd-988d-8385150e7fce	TCGA-B0-5113-01Z-00-DX1.db0ceba9-8e15-4308-bd78-dc587f5606a0.svs	f29924fa46bcb69a68c0ca34dae35cdd	858248195	validated
107e661a-4220-4eef-987f-b19bd4868e21	TCGA-DV-A4VX-01Z-00-DX1.9E7036DB-6DD7-4D25-93BD-298206C85EDA.svs	1819679f86f99d1876f028b138e23e07	1686203683	validated
10b8519f-0761-4069-bd15-f335609f0fae	TCGA-KN-8418-01Z-00-DX1.376DD52D-EF98-4564-B8E3-FE4D219A5C88.svs	818f699141dcc9e44042c550383b0a33	2319195871	validated
1101c687-b110-48bb-9f08-798cb4df42db	TCGA-2Z-A9JD-01Z-00-DX1.46779418-49C3-4E76-BFC7-1711219548A7.svs	9a7dcba67decff024eb41b14cdc1c12c	1147662988	validated
11bb624c-2e9e-4323-8a2c-8d9a16cf7191	TCGA-BQ-5889-01Z-00-DX1.006cf530-5534-4183-bef6-17e038dc98d8.svs	7fb29695ce7129335c57f04192357ca7	1756674407	validated
11c62aad-f58e-42f7-9864-dba3631da386	TCGA-A4-7997-01Z-00-DX1.aa4e2dd8-fac9-43ae-9634-4a3612d8c154.svs	1fcf9304c705eb2a152644a1f2d784d3	205231955	validated
1205da75-0130-4af3-81f1-dacd2a0ac690	TCGA-BP-4775-01Z-00-DX1.35a3f505-218c-4e34-912a-869d1f7b73a2.svs	3350114f31358df19105cd82e074d622	1306301922	validated
12634a67-6d76-4934-9270-707d68a494b2	TCGA-CZ-5982-01Z-00-DX1.b7659f4b-921e-42d9-a691-2b2262a2bfb3.svs	080027651dc8446b96e5ffaf871cf26b	451789473	validated
12890197-8afb-4d88-a8e2-6a589e584f6c	TCGA-BP-5183-01Z-00-DX1.f84b4982-b51e-4220-a80b-767ecbb3e20f.svs	8c01028c5a9ca2532eb9299609e7c5cf	343498454	validated
129ed117-66a1-4962-b1ca-8bf9bc724dc8	TCGA-G6-A8L7-01Z-00-DX1.6EE9797B-5DBA-48D9-A62A-9C9791CC54AE.svs	d9392539a58f1721fa998abc2f232ab6	1745759691	validated
12a2e00d-995e-4c34-920e-778728fb4179	TCGA-KV-A6GE-01Z-00-DX5.86663FDB-C994-455C-84A4-025B688AF1A8.svs	d8f31ac61af60d410874fdae141fb2d2	1535357997	validated
12ecbe7b-fbb9-4637-a218-94f640ba2fc2	TCGA-A3-3311-01Z-00-DX1.9674290b-42c6-4107-9eb3-a7d712fbf858.svs	c4a8caf71d2b3f434d40d47b6be89b34	225935013	validated
12f43c87-4cca-47a6-a92f-14076a56d4a6	TCGA-2Z-A9J7-01Z-00-DX1.9DB458BA-8AB0-4ECF-A3F9-5851A7A59759.svs	a852178ce6a4784adfcddb3f84acd7ca	652591432	validated
131e980c-45d5-427f-91aa-4623fce4103b	TCGA-KM-A7QE-01Z-00-DX1.82CBD529-FBB8-4969-A6E0-B563F0C9D73B.svs	e3918fbdb4838dd4ef2a710cb2ce717d	1212313199	validated
13870af9-f0e0-4bb6-a9de-4e01646e3389	TCGA-B2-3924-01Z-00-DX1.751b1107-fa18-4df5-89ae-42d06caf9b74.svs	b27cc6c24c482d4993738729a5d14a4e	349973279	validated
138db59e-1125-4493-a18f-bf3b932c57d5	TCGA-A3-3376-01Z-00-DX1.f386e709-91ae-43b3-8835-b9f878bff2e0.svs	587f738acf2aa00b372826f0267d22df	232717407	validated
14de0456-da9e-4569-a517-327e2433f233	TCGA-B0-4811-01Z-00-DX1.8872dd8e-d119-4928-8639-801bf89ddd6a.svs	795d5c40f690973aa896294713bf78f2	765965795	validated
15721513-2f8b-4a16-b1b7-bcde8adbc38a	TCGA-UZ-A9PZ-01Z-00-DX1.129F53E0-978D-4078-A532-E5B378367AB6.svs	6f9b5440079f6eae1ad44faac7f23c3d	1186516555	validated
15d032a6-82db-41a9-af51-ff4671237f06	TCGA-J7-8537-01Z-00-DX1.B12AEE27-040A-477F-86D2-58F0CEA38456.svs	1c3876df6214a8c87c85eba15ae44777	648120541	validated
161d52e8-75bf-4495-b107-2070d9ca0b6c	TCGA-UW-A7GR-11Z-00-DX1.33EC231A-1C19-48A5-B37E-14C79191DDD6.svs	9068314e4916714791ca470cc38310bd	1980565872	validated
16220981-8b6e-4b61-acf2-e6e6aa973b60	TCGA-BQ-7055-01Z-00-DX1.a27d276d-8321-4bc3-a1fa-a9a68150353a.svs	5c9ac22152e0d13d949f82a517b05fe6	1108432092	validated
162d4ce3-7019-41e4-9b6e-78df1c13e567	TCGA-KM-8439-01Z-00-DX1.F99904A8-21AB-476A-BFE5-B8FAB44FEB4D.svs	31c6b002dc39e5378f9072d19d32dc3f	966695683	validated
168292de-4f10-44eb-a257-2cf79605b139	TCGA-CJ-4907-01Z-00-DX1.12558019-745F-4EDF-A0A2-3228B475379F.svs	f0e4df5f25ebc63c15e52bd3ad882358	1872701941	validated
16c93d5b-a280-48d2-ba3c-c892b5a0e409	TCGA-BP-5177-01Z-00-DX1.9c4f716d-a397-4deb-a760-4419f08e7182.svs	ebe97841f04860a4ea414b23862dbf74	863526262	validated
16e52a40-a5df-43d2-84a3-3be40c7650c9	TCGA-CJ-5680-01Z-00-DX1.116A7D3A-9505-40B7-AAB3-DC48A85AEAE9.svs	789ae22c9045ba53c38d8891f50ade5b	740404638	validated
16f8d546-6199-48e1-aef2-ec888a312b21	TCGA-BP-4973-01Z-00-DX1.2f753bb4-d7f4-43fc-994a-f076e6d10c50.svs	3e86f066ae31c88d99b96ec1f30ec483	1179299530	validated
1707bf2f-3e56-475d-8fc9-9e89040ee229	TCGA-KV-A74V-01Z-00-DX1.1B0131DE-9BDF-4BC8-BEB8-64C5AAD1D284.svs	d23a4c5c40db4220ca31f6b504076568	929418055	validated
170e9a01-cce0-4d53-aa30-7a5d5ddeba8c	TCGA-KL-8339-01Z-00-DX1.5826ea77-f0a1-4b47-acd7-62a6ba878dec.svs	e269495e7fbb43e2add964a3794579ce	2139228024	validated
1761ba29-dad8-4e46-bf61-417a32a2ceed	TCGA-CJ-4634-01Z-00-DX1.565F5F92-0011-454D-9D1F-1F87603197F9.svs	f4f10a028b3be915a25f690668aa0ae1	1500091315	validated
176e5c79-9a50-468c-92ea-b8f5b0a79c94	TCGA-KL-8323-01Z-00-DX1.01d72f6a-cc87-4082-8af4-738250ec4d9c.svs	2163a438fbcbdf2996d635d3b21f3d5e	1435204404	validated
1799aaf5-477d-473f-b77f-60d941ac9f6f	TCGA-SX-A7SU-01Z-00-DX1.3EB1265B-F8CF-4703-88DB-7DC4E1D7E9C8.svs	5d8c9d2a69b8c917cd5a683aa2b6c7ef	97884775	validated
181068e4-4e38-4e58-8b09-fd2edff37254	TCGA-KO-8404-01Z-00-DX1.0285FDDF-1C75-4DF3-BD59-285870B73B88.svs	c6ccd59c695c3a4c38f75a28313ed86c	1130006161	validated
18123784-b2f2-43ae-a6bd-8654528184bc	TCGA-CZ-5462-01Z-00-DX1.270f84aa-9ae5-4de7-adb3-8b3ea53aeba1.svs	2106369338d9222bc7fefb2111ca1606	715789069	validated
183abfd9-194f-408d-80d0-89da1c3c88f8	TCGA-CZ-5987-01Z-00-DX1.b9be10de-122d-4cef-961f-298c359e513d.svs	b22855a461f0703f102c0870296e0dae	1120491679	validated
1860de4f-15a5-4c17-913f-cd83bf81eb6b	TCGA-CZ-5985-01Z-00-DX1.d04f9dbf-987e-4640-847c-9d263b15b4bc.svs	8ccf7602486a4e25a355e10ff0b218e8	1226939205	validated
1885bd9d-5f04-4c3c-b28b-45091563f208	TCGA-KN-8424-01Z-00-DX1.4EC063E2-A058-4610-9B47-FCE2172955B6.svs	2acafc098387077ceafa6ba23d072e5e	1950857407	validated
1895d248-81cf-4abd-83af-005aabfcbac6	TCGA-CJ-4905-01Z-00-DX1.D9E4CA77-5766-43EA-83BA-1C70E28661C1.svs	8e6da4c0191187a098a077597e69814f	1138730383	validated
18cc6ff3-a416-4c12-b4ff-626e0b489898	TCGA-BP-4771-01Z-00-DX1.7b5ab331-81fe-4688-91ad-851a44191841.svs	7db7ae615681230258074a0d9326596b	845880350	validated
19110be4-5eb5-4bb0-aeb9-6cd4809a5f34	TCGA-B0-4838-01Z-00-DX1.4276ecc3-5aa3-4b54-b146-7327e0b4a4c4.svs	dc253be4a98f64c3dc3733f40bbc1634	991658525	validated
19300e5c-4c28-42d0-95fc-66e3cea8511f	TCGA-CZ-4866-01Z-00-DX1.2ff53d7a-6969-4ece-81ce-e32345c323c0.svs	76cf0c09f62518f585eca10502abd841	793087030	validated
196cf4cf-facc-4ddb-a81a-be57014c2fff	TCGA-B0-5075-01Z-00-DX1.09207440-8016-4053-ba10-864744c3508c.svs	118628548118b61917578a4af0559082	791100979	validated
198cccde-ddf9-4c42-a1b6-52c9a0c357ae	TCGA-CZ-5461-01Z-00-DX1.0a5231b0-7d37-470f-8497-5f1fb5e42d86.svs	8215d496e851ea71c81a27f9e56beb5f	942481709	validated
19f514d2-8ba0-4118-8d86-33f6e3d4839d	TCGA-MH-A854-01Z-00-DX1.DB5B7519-1C0F-4328-A128-FA17C2F29064.svs	cc03bcab5ec14c71ff85c0988f4eeeec	1260532001	validated
1a1ee451-c5e7-47a1-81ed-fd6adfb1d22b	TCGA-B8-A8YJ-01Z-00-DX1.31A6E902-8704-4241-9BC0-EBD64309DEE7.svs	f8bda87de5d7e15d3f65b9bc5d2b7dac	1266287080	validated
1a26d37b-26e7-4407-8c48-73637a9b6e4e	TCGA-KN-8432-01Z-00-DX1.D4136A31-C2DC-432C-96FB-FD5EE47ECC0D.svs	af34ebb835a922777431052a658bd986	323888457	validated
1a885d28-646f-4874-ab82-ccc79c270b31	TCGA-UW-A7GJ-11Z-00-DX1.97F9F149-FA58-4535-AE9B-237B8F87DEC7.svs	038d0c4ce5f16f450be488354db42c96	1253194132	validated
1aaa4421-b64e-48fb-916b-2101cd7be015	TCGA-B8-5552-01Z-00-DX1.391C74B0-7381-40F8-88AF-B1687CB39F11.svs	c97980695b427bb7903ca752044e28e1	493065485	validated
1af76737-3140-4344-97df-e883ae6e1368	TCGA-BQ-7045-01Z-00-DX1.787c4448-040f-42f3-a51e-6564a935a5b6.svs	5435dd732cb774b432732c889a582a05	1889990716	validated
1b0cb8aa-4bb4-449e-a468-a3423ea2791a	TCGA-A4-8516-01Z-00-DX1.BC50439D-E5E5-45A1-8067-6B8FB0C1E096.svs	b3fe089015f5499c90528bd877caec05	144697014	validated
1b6492ad-e5c2-48f7-9023-d763597bbf4a	TCGA-DV-5576-01Z-00-DX1.ddd18b71-fc48-40f7-bc87-fb50d9ff468c.svs	4dafd86d5380e3e318e29f8c7324b76c	659544157	validated
1b712268-0b00-4448-b648-e0ce1c974f2d	TCGA-B0-5116-01Z-00-DX1.48fbc5d2-2fda-4ad3-86ee-ab43fb0f56cb.svs	eaf44d414f5aa9961669990813da8ac0	965851535	validated
1b9b7ce6-7dad-4fac-a573-dcbf7127d473	TCGA-A3-A8OW-01Z-00-DX1.B173FC44-8708-4255-AF01-9D8194F0BCA1.svs	646eb9276e83d9980f2a7deec0d50d7e	435416026	validated
1b9e95bc-c0a6-4a5c-a872-1fc1be6158b0	TCGA-B0-4816-01Z-00-DX1.6cc0b334-b885-4cdc-a2a8-cd3efaa2e241.svs	bdf09fae559fb0493a353d3585950ed1	1140962779	validated
1bf98886-6ac4-49ec-9fd9-4ed19fca7eb9	TCGA-A4-A772-01Z-00-DX1.E703D8D9-5CEF-4AA7-AAE4-897833BBA278.svs	2428d474bfe3f6b6cc01972c9dae9f90	103784254	validated
1bfbd1af-9608-4312-b2b0-529a6dd52f54	TCGA-B4-5844-01Z-00-DX1.64CF8817-E960-45EC-8073-8228DE0486C0.svs	6caa86f09bfdd92495f51a96ac4cef7d	357330513	validated
1c044e70-8421-483d-997f-fba897ac32e4	TCGA-KO-8411-01Z-00-DX1.57A47A81-003C-4F34-B8FA-D1313114892F.svs	e8d1f4a61ffa749aa153d49733966119	843237399	validated
1c8a9aca-79c7-43a4-820d-74101d33fa06	TCGA-CJ-4904-01Z-00-DX1.D6315769-36A6-433B-8ED3-85A954A63DE1.svs	3c5b53dc13ac9c5f5e1b48121e47e398	1816445243	validated
1c9728ad-1204-4744-b525-7c044b2f3631	TCGA-B3-A6W5-01Z-00-DX1.96E31A69-6D56-4520-8AF3-C083FB49A7DB.svs	11de8a28e6239f80713673c175577571	446500179	validated
1e0a3b43-700b-4c9f-b376-810c7f16df93	TCGA-KV-A6GE-01Z-00-DX3.E67CB496-16DF-4C73-8C93-429DA0045A88.svs	1aa48d4bb45bed99448b311bd401358c	1731777059	validated
1e421dd8-6268-4a33-8f7e-4f3fa03e9052	TCGA-2Z-A9JN-01Z-00-DX1.714E8577-5BAE-4D99-92DF-1B75500D7AED.svs	9cd811311fbfc298c907779e0bd65b00	684855850	validated
1e71fd2d-31ef-447a-8ffe-b57c296e01be	TCGA-F9-A7VF-01Z-00-DX1.5EE5DC2E-B20F-4155-837F-B69E05F2BF95.svs	e29a245f888bdeddd4ab23ccf572220a	965308109	validated
1e7568fe-33e6-4421-a952-835fcef3772e	TCGA-UW-A7GC-01Z-00-DX1.D2D6FCC6-719A-4C03-A496-E23D18655538.svs	6daf1b87a43214b528de454a4cf68d83	728488842	validated
1e954fdf-ef9f-40e6-a0ac-4b73b8929b48	TCGA-AL-A5DJ-01Z-00-DX1.AF15A60D-67BF-47AB-8AE3-CCBE6DDAF86D.svs	8dc7525b563c50f3751b5f38e5492c32	620246923	validated
